web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,content,date
"1570859099-3501","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/escalating-impeachment-inquiry-rattles-state-department_n_5d988a32e4b03b475f99cf05","Escalating Impeachment Inquiry Rattles State Department","The department is reeling from daily revelations in the impeachment inquiry into President Donald Trump, according to former senior officials.","","Earlier this week in Rome, Pompeo acknowledged for the first time that he had been on the July 25 phone call between Trump and Zelenskiy.","10/05/2019 08:24 am ET"
"1570859135-3658","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/white-house-sunday-morning-shows_n_5d9a17dde4b03b475f9b1cb8","White House Officials Absent From Sunday Shows As Ukraine Controversy Grows","Trump’s facing an impeachment inquiry and not a single White House official signed on to answer questions about it.","","Republican lawmakers appeared ready to push the White House’s narrative on Sunday, shrugging off news that a second whistleblower had come forward with firsthand information about Trump’s July call with Ukrainian President Volodymyr Zelensky, the center of the impeachment inquiry.","10/06/2019 04:32 pm ET"
"1570859544-5791","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-china-joke-republicans_n_5da00506e4b06ddfc5175d35","Trump’s Not Rolling With GOP Theory He Was ‘Joking’ About China Probing Bidens","Republicans defended the president’s suggestion that China should investigate Joe Biden as a joke. But Trump isn’t laughing.","","McCarthy commented: “You watch what the president said, he’s not saying China should investigate.” The president’s exact words were: “China should start an investigation into the Bidens.”","10/11/2019 06:39 am ET"
"1570859325-4633","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/nancy-pelosi-trump-impeachment-not-above-the-law_n_5d9d2d48e4b02c9da040a3a3","Nancy Pelosi Calls Trump’s Bluff: ‘You Are Not Above The Law’","The White House refused to cooperate with the impeachment inquiry, calling it an “unconstitutional” effort to overturn the 2016 election.","","Trump has vehemently rejected that characterization, although text messages sent by U.S. officials ― and released by Democrats last week ― appeared to echo the whistleblower complaint and detail concerns within the president’s own administration after the call with Zelensky.","10/08/2019 09:25 pm ET"
"1570859018-3118","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/general-motors-strike-long-haul_n_5d964f10e4b02911e117de9f","GM Strikers Settle In For The Long Haul","As the autoworkers’ strike grinds through its third week, workers say they’ll stay on the picket lines for as long as it takes.","","The Langhorne facility receives shipments of parts by truck, stocks them in the warehouse, and sends them back out to dealers. The operation relies on outside drivers to distribute the parts. The workers say that UPS drivers, who are Teamsters members, appear to have honored the picket line, cutting down how many shipments can leave the warehouse. FedEx drivers, they say, have continued to come and go.","10/03/2019 07:20 pm ET"
"1570858994-2959","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/joe-biden-republican-support-letter-ukraine_n_5d960e2ee4b0da7f6622ccc5","Republicans Signed Letter Supporting The Ukraine Reforms Biden Was Pushing","A 2016 letter expressing bipartisan support for “urgent reforms” within Ukraine’s prosecutor general’s office appears to undermine Trump’s claims.","","“The United States, the European Union, the I.M.F., and Ukraine’s leading reform figures were all pressing for Viktor Shokin to be removed from office because he was one of the biggest obstacles to fighting corruption in the entire country,” Biden campaign spokesman Andrew Bates told HuffPost in a statement.","10/03/2019 01:55 pm ET"
"1570859207-4088","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-white-house-impeachment-defense_n_5d9bda16e4b0fc935edf763a","After Stumbles, White House Aims To Hone Impeachment Defense","Trump aides are honing their approach after two weeks of what allies have described as a listless and unfocused response to the impeachment probe.","","The White House has struggled to communicate its message beyond Trump’s angry public proclamations and an endless stream of tweets.","10/07/2019 08:57 pm ET"
"1570859237-4186","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/bernie-sanders-campaign-heart-attack-2020-democratic-presidential-primary_n_5d9bda67e4b03b475f9ea78d","‘It Was Like A Rallying Cry’: Bernie Sanders Campaign Surges Ahead After Heart Attack","The Vermont senator’s presidential campaign and top supporters say they are buoyed by a wave of support following the 78-year-old’s hospitalization.","","In addition to facing the politically tricky task of persuading primary voters that a septuagenarian heart attack survivor is up to the task of winning the White House, the Sanders campaign is already working to quiet skepticism of its immediate response to his ailment.","10/08/2019 05:45 am ET"
"1570859182-3916","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/elizabeth-warren-plan-brett-kavanaugh_n_5d9aa9dfe4b03b475f9bb770","Elizabeth Warren Has A Plan For Brett Kavanaugh","The Democratic 2020 presidential candidate is targeting misconduct in the federal judiciary, including the Supreme Court.","","“These changes will not only allow us to ensure accountability for bad actors, including reopening inquiries into the conduct of offenders like Brett Kavanaugh,” she wrote. “They will also hold the vast majority of judges who act in good faith to the highest ethical standards, and in the process, begin to restore accountability and trust in a fair and impartial federal judiciary.”","10/07/2019 09:00 am ET"
"1570859083-3439","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/bernie-sanders-released-from-hopsital_n_5d97c255e4b0fc935eda16fd","Bernie Sanders Suffered Heart Attack, Doctors Confirm","The presidential candidate was released from a Vegas hospital where doctors confirmed he was diagnosed with a myocardial infarction, known as a heart attack.","","Sen. Bernie Sanders (I-Vt.) has been released from a Las Vegas hospital three days after a heart attack, his doctors revealed in a statement through his presidential campaign Friday.","10/04/2019 06:46 pm ET"
"1570858941-2690","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-land-management-director-ex-clients_n_5d8c1ef5e4b0e9e76047100b","Trump’s Land Boss William Pendley Pledges To Steer Clear Of Ex-Clients","The acting Bureau of Land Management director agreed not to participate in matters involving 57 entities and individuals following conflict of interest allegations.","","The lengthy recusal list touches on some of the BLM’s major oversight responsibilities, naming organizations such as the National Mining Association and several state farm bureaus. Agency spokesman Jeff Krauss said that would not prevent Pendley from effectively leading the bureau.","09/25/2019 10:41 pm ET"
"1570859145-3703","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/colin-powell-republicans-terrified-of-speaking-out-need-to-get-a-grip_n_5d9a206be4b0fc935edbf387","Colin Powell: Republicans Terrified Of Speaking Out Need To ‘Get A Grip’","The former secretary of state is urging members of the GOP to adopt a see-something, say-something approach on Trump’s behavior.","","On Friday, Trump conceded that House Democrats “have the votes” to move forward with impeachment, though he remains confident Senate Republicans would hold firm in their support for him.","10/06/2019 03:57 pm ET"
"1570859551-5845","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-public-charge-immigrants_n_5da0cae4e4b02c9da04a0d94","U.S. Judge Blocks Trump Rule Limiting Visas, Green Cards For Poor Immigrants","Experts warned the rule could discourage immigrants from seeking help, including for their U.S. citizen children.","","Reporting by Jonathan Stempel, Daniel Trotta and Kristina Cooke. Editing by Chris Reese and Cynthia Osterman.","10/11/2019 02:38 pm ET"
"1570859041-3244","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/george-conway-donald-trump-pathological-narcissist-impeachment-outst_n_5d9693cde4b0da7f66240806","‘This Is Insane. Trump’s Gotta Go.’ George Conway Ramps Up Call To Oust President.","Kellyanne Conway’s husband lays out long argument for Trump’s removal, then learns of his bombshell call asking Chinese president to launch Biden probe.","","Trump also told reporters Thursday that China should investigate Biden.","10/04/2019 12:02 am ET"
"1570859170-3846","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/donald-trump-defends-kurds-decision_n_5d9b282be4b03b475f9cc5a5","Trump Defends Decision To Abandon Kurdish Allies Fighting ISIS In Syria","“Turkey, Europe, Syria, Iran, Iraq, Russia and the Kurds will now have to ... figure the situation out,” the president tweeted.","","“They all hate ISIS, have been enemies for years,” he tweeted. “We are 7000 miles away and will crush ISIS again if they come anywhere near us!”","10/07/2019 09:10 am ET"
"1570859112-3562","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/trump-national-security-council-staff-cuts_n_5d98b715e4b0fc935edacaa3","Trump Orders ‘Substantial’ National Security Council Staff Cuts: Report","The president made the reported request as House lawmakers intensify their impeachment probe into his communications with Ukraine.","","The request was reportedly shared this week with senior NSC officials by both O’Brien and acting White House Chief of Staff Mick Mulvaney.","10/05/2019 01:42 pm ET"
"1570858984-2908","https://www.huffpost.com/news/politics","","https://www.huffpost.com/entry/rudy-giuliani-paul-manafort-ukraine-theory_n_5d95a3cbe4b0f5bf796f7054","Giuliani Reportedly Contacted Imprisoned Manafort To Bolster Ukraine Conspiracy Theory","The president’s attorney has been peddling a baseless claim that Ukraine colluded with Hillary Clinton and others to undermine Donald Trump in 2016.","","Investigative journalist Murray Waas, writing for NYR Daily, reported that Giuliani had spoken to Manafort’s legal team on at least three occasions about “how the White House was pushing a narrative that the Democratic National Committee, Democratic donors, and Ukrainian government officials had ‘colluded’” against Trump in 2016.","10/03/2019 07:08 am ET"
